education_required,avg_salary_usd,avg_years_experience
Master,60120,1
Bachelor,52173,0
Bachelor,90718,9
Master,109893,0
Master,73535,7
PhD,103953,4
Master,144871,9
Master,143694,5
Diploma,56453,4
PhD,108731,2
Master,128988,5
PhD,108216,4
Certificate,114176,3
Associate,143853,6
PhD,94980,5
Master,119775,7
Associate,136823,8
Certificate,126635,4
PhD,111462,2
Diploma,65612,8
Associate,125055,4
Diploma,144364,2
Diploma,67105,1
PhD,119661,0
Bachelor,63298,5
Master,122124,7
Certificate,74029,8
Diploma,123236,0
Associate,59640,9
Diploma,63097,1
Bachelor,62202,6
PhD,63231,1
Associate,103515,5
Bachelor,53257,0
Associate,144958,3
Certificate,105855,3
Master,93834,4
Master,121154,1
PhD,57220,4
Bachelor,69863,5
Diploma,103282,4
Bachelor,142755,3
Bachelor,62117,8
Certificate,60000,0
Master,76525,2
Diploma,131089,7
Certificate,60126,3
Associate,65560,5
Certificate,142741,0
Associate,139971,2
Master,70221,1
Diploma,145064,4
Master,65095,8
Certificate,66509,2
Certificate,79714,6
Master,142174,0
Master,52550,6
Diploma,133141,5
Master,140336,9
Certificate,63276,3
Certificate,113027,5
Certificate,78552,2
Certificate,90274,4
Master,70189,5
Diploma,82198,5
Bachelor,61517,5
Associate,90534,7
Diploma,128887,4
Certificate,105368,5
Master,116700,5
Bachelor,80968,5
Master,90497,8
Diploma,73581,6
PhD,146663,0
Certificate,127035,7
Bachelor,149264,6
Diploma,52749,8
Associate,80205,4
Diploma,95291,9
Certificate,112913,7
PhD,84447,1
Certificate,97298,6
Bachelor,62559,9
Master,70410,3
Diploma,131552,7
Diploma,84133,3
Bachelor,114348,7
Diploma,72552,1
PhD,71452,1
Diploma,115148,5
Certificate,120081,0
Master,68135,7
Certificate,56871,8
Master,91541,0
Master,149345,5
PhD,139922,3
Diploma,138330,5
Master,83406,3
Master,114980,9
Certificate,103662,1
Master,63936,2
Associate,57130,1
Master,129227,4
Associate,94940,0
Diploma,91623,7
PhD,51248,9
Master,94938,6
Associate,52585,9
Certificate,102424,7
Certificate,57050,6
Diploma,132990,7
Diploma,79676,5
Associate,145851,5
Diploma,55276,1
Associate,120638,8
Associate,110940,2
Master,147241,3
Bachelor,96886,6
Bachelor,79609,3
Bachelor,62705,1
Diploma,134265,5
PhD,74997,9
PhD,142742,4
Diploma,61942,1
Certificate,120602,2
PhD,135214,6
PhD,123365,9
Master,111827,6
PhD,62484,1
Certificate,94110,7
Certificate,108086,6
Master,55252,4
Associate,86813,1
Bachelor,95905,5
Bachelor,118087,6
Associate,63523,3
Associate,76969,9
Bachelor,115907,8
Master,73401,5
Bachelor,142653,7
Diploma,51971,3
Diploma,131286,4
Bachelor,99249,5
Bachelor,132157,0
PhD,106822,4
Diploma,130159,5
Master,89186,7
Diploma,68330,5
Certificate,145376,2
Master,115556,8
Diploma,86748,0
Diploma,87454,2
Bachelor,60391,1
Master,81991,7
Associate,58457,4
Certificate,115946,2
Master,117763,2
Bachelor,76448,6
Diploma,120789,0
PhD,69428,2
Diploma,77658,3
PhD,119482,1
Master,55328,1
Master,58076,6
Associate,135220,1
Bachelor,106123,0
PhD,53749,6
Bachelor,103681,3
Associate,57988,2
Diploma,105146,8
PhD,132445,9
Diploma,64951,9
Certificate,64102,0
Certificate,103500,8
Associate,83534,0
Bachelor,105320,7
PhD,72078,1
PhD,149581,7
Master,102057,2
Diploma,136172,7
PhD,147658,6
Master,135200,4
Associate,71901,1
Certificate,135597,0
Master,87860,5
Master,87736,6
PhD,143312,9
PhD,69439,0
PhD,55385,0
Associate,56430,5
Associate,126294,2
Bachelor,84648,7
Diploma,66211,7
PhD,127372,2
Associate,59029,2
Master,121650,6
PhD,60271,7
Master,67756,2
Master,118102,5
Bachelor,144902,9
Associate,56458,8
Associate,51848,3
Bachelor,101461,7
Diploma,118908,3
Bachelor,94333,5
Bachelor,75793,0
Certificate,70670,7
Associate,147560,5
PhD,71042,5
Certificate,132708,6
Associate,98249,4
Master,94106,8
Certificate,109560,7
Associate,64484,5
Bachelor,138061,4
PhD,85212,4
Associate,95948,2
Diploma,66479,0
PhD,75019,9
Associate,89065,9
Bachelor,85520,8
Associate,123225,3
Diploma,139447,2
Diploma,76839,0
Master,90922,6
Diploma,78222,4
Certificate,148083,4
PhD,133770,1
PhD,111462,4
Certificate,100053,0
Certificate,103675,9
Bachelor,58119,1
Master,137149,9
Master,138951,1
Bachelor,101329,6
Bachelor,93279,8
Master,98277,2
PhD,116544,7
Bachelor,68256,8
Bachelor,81110,7
Master,142633,3
Bachelor,51036,0
PhD,144481,2
Diploma,67827,3
Associate,135678,2
PhD,88265,5
Bachelor,113787,2
Associate,84467,6
PhD,94053,6
Associate,50817,8
Associate,114166,2
Bachelor,66009,8
PhD,57798,1
PhD,102741,7
Associate,84893,1
Associate,68438,1
Master,85987,2
Associate,96683,3
Master,84312,9
Associate,92996,4
Certificate,119687,7
Diploma,149312,2
Master,57816,0
Bachelor,68770,6
Certificate,73464,3
Certificate,94659,2
Associate,147176,3
Master,79380,5
Diploma,68577,9
Diploma,125103,7
Master,114673,6
PhD,71073,6
Certificate,73685,5
Master,127812,7
Associate,147291,8
Certificate,68838,7
Certificate,75075,5
PhD,135551,3
Diploma,50930,1
PhD,90566,4
Master,142228,5
Associate,97761,8
Bachelor,50552,8
Bachelor,70231,2
PhD,96153,2
Diploma,60124,0
Diploma,114197,8
PhD,112881,5
Bachelor,60322,7
Associate,112928,8
PhD,143395,3
Certificate,94093,3
Bachelor,126929,1
Master,90764,3
Master,101038,0
Diploma,68972,5
Certificate,120271,3
Associate,134804,3
Certificate,118824,2
Master,136049,1
Associate,103548,3
Master,119040,4
Certificate,117833,4
Associate,112244,7
Bachelor,145318,4
Diploma,72439,7
Bachelor,85400,8
Diploma,63780,4
Bachelor,95123,6
Associate,115421,4
Master,67984,9
Bachelor,95681,1
PhD,122013,2
Diploma,134201,0
Certificate,121317,8
Diploma,90780,9
Associate,84535,1
Diploma,87701,5
Bachelor,62314,9
PhD,70554,1
PhD,135228,3
Associate,74977,8
PhD,101953,3
Associate,60932,4
Master,114397,6
Diploma,84770,5
Certificate,109741,1
Associate,62256,9
PhD,135279,2
Diploma,135770,0
Certificate,63647,0
PhD,71116,8
Master,59770,6
PhD,89536,6
Bachelor,131488,0
Associate,51052,7
Certificate,73465,1
Master,132638,0
Diploma,100946,1
Associate,83130,0
PhD,77244,5
Diploma,93844,6
Bachelor,93451,0
Diploma,73226,2
Associate,84487,5
Associate,92334,9
Associate,111281,0
PhD,55770,2
PhD,134658,6
Diploma,59320,5
Certificate,68856,6
Associate,55365,9
Certificate,122972,3
Master,55127,0
Bachelor,113548,3
Certificate,110635,8
Bachelor,100118,2
PhD,72310,5
Certificate,120140,4
Diploma,56621,7
PhD,99688,4
Master,68124,4
Diploma,91268,3
Diploma,99071,8
Associate,76123,1
Master,109186,9
Associate,94698,9
Master,76795,6
Certificate,66994,7
Diploma,106335,7
Diploma,78376,1
Master,147206,0
Certificate,99934,5
Certificate,143932,8
Associate,120814,6
Associate,131371,2
Master,145077,8
Bachelor,89431,5
Master,145261,0
Certificate,98900,3
Certificate,73818,4
Certificate,96674,8
Diploma,123739,6
Master,145243,5
Associate,130067,0
Diploma,135583,5
Diploma,142578,7
Bachelor,126883,0
Associate,106600,5
Master,104127,8
Master,147837,0
PhD,92850,7
PhD,64268,9
Certificate,135486,6
Certificate,130345,1
Certificate,63420,6
Master,130922,8
Certificate,63082,4
Associate,111259,7
Bachelor,122994,6
Certificate,91361,6
Certificate,70536,0
PhD,102674,8
Bachelor,82888,9
Diploma,52995,9
Associate,112312,9
Associate,55345,7
Associate,59147,1
Diploma,116865,4
Associate,70528,3
Master,54500,8
Diploma,97463,6
Bachelor,112678,7
Diploma,116220,5
Diploma,70242,2
PhD,92559,1
Certificate,118859,3
Associate,111739,6
Bachelor,95295,4
Diploma,145246,8
Bachelor,100671,6
Associate,102707,0
Bachelor,119832,4
Master,123789,4
Diploma,135836,4
Bachelor,138365,2
Certificate,137704,4
PhD,138835,1
Associate,124153,9
Certificate,77310,7
Bachelor,50931,2
Certificate,62172,7
Certificate,55989,3
Master,56745,8
Diploma,70671,0
Certificate,119501,2
Diploma,104011,1
Master,122036,8
Associate,76632,5
Diploma,143408,0
PhD,87212,1
Bachelor,111542,1
Diploma,107803,1
PhD,149630,0
Associate,71214,1
Bachelor,72633,6
Master,51760,1
Associate,114462,4
PhD,102260,0
Bachelor,130998,3
Associate,63196,8
Master,84641,9
PhD,121321,2
PhD,68488,9
Certificate,142671,7
Certificate,103288,2
PhD,86769,8
PhD,99471,7
Certificate,149539,0
Certificate,111923,2
Diploma,118828,5
Associate,60285,6
Associate,53468,9
Diploma,110175,5
Associate,93246,1
PhD,69664,0
Diploma,51712,9
PhD,124889,8
Diploma,106573,0
Master,66165,0
Master,115101,2
Bachelor,53868,9
PhD,133839,1
Bachelor,74823,5
Diploma,106048,9
Diploma,130289,1
PhD,106742,0
Bachelor,70726,6
Bachelor,135486,8
Certificate,120389,5
Associate,103627,5
Bachelor,74070,5
Master,59572,8
Master,71786,8
Master,132343,0
Master,64881,3
Diploma,108616,8
Certificate,71811,5
Associate,76379,6
Bachelor,135130,0
Bachelor,145417,7
Bachelor,143983,4
Bachelor,147069,5
Master,144152,2
Diploma,118263,0
PhD,85651,3
Certificate,138005,8
PhD,95994,5
Certificate,72547,8
Bachelor,86397,3
Diploma,116046,8
Certificate,138831,0
Diploma,147020,9
Bachelor,81158,9
PhD,146175,5
Associate,74021,0
Bachelor,140651,7
Master,116255,3
Master,101405,8
Associate,96782,1
Certificate,109152,4
Bachelor,103077,3
Associate,68285,7
PhD,126963,3
Diploma,104336,1
Bachelor,94888,6
Diploma,73254,7
Certificate,58970,5
Bachelor,91954,5
PhD,115876,1
Diploma,69229,9
Associate,60470,8
PhD,144968,8
Associate,130102,2
Certificate,148617,5
Certificate,62374,6
Master,109376,4
PhD,129239,1
Certificate,77510,7
Diploma,73147,9
Master,136838,3
Bachelor,119850,6
PhD,122188,0
Certificate,76252,0
Master,81492,2
Master,97239,1
Bachelor,82525,7
Diploma,68072,5
PhD,56661,7
Master,116908,8
Master,97802,8
Diploma,131662,9
Certificate,64628,8
Master,129331,9
Diploma,81659,7
Associate,59750,7
Master,133575,2
Master,89573,6
Certificate,77622,5
Associate,128895,6
Bachelor,70425,0
PhD,144269,2
Certificate,111126,3
Certificate,77161,7
Certificate,55529,3
Certificate,121604,3
Master,135163,4
Certificate,103410,5
Associate,70815,8
Certificate,87744,7
Master,54196,3
Bachelor,117255,3
Associate,93101,7
Certificate,136194,5
PhD,134194,9
Associate,138838,2
Diploma,83818,2
Master,100168,3
Diploma,107982,7
Certificate,59446,0
Diploma,121155,8
Bachelor,132607,8
Master,98795,3
Associate,114306,1
Diploma,87354,1
PhD,117033,2
Bachelor,146320,8
Bachelor,93814,7
Diploma,74098,3
Associate,78481,8
Certificate,50184,9
Associate,83926,5
PhD,138682,7
Master,105061,3
Certificate,88552,1
Bachelor,103954,4
Master,126556,9
Bachelor,73799,6
Bachelor,90541,5
Bachelor,57746,2
PhD,142411,9
Diploma,107025,0
Bachelor,108001,1
Master,62464,4
Associate,139375,2
PhD,130686,1
Certificate,82149,0
Bachelor,56552,5
Master,87091,0
PhD,102323,3
Certificate,131278,7
PhD,117446,5
Master,93370,5
Certificate,105395,4
Certificate,126509,1
Associate,56886,0
Associate,72485,9
PhD,61769,3
Bachelor,56096,6
Associate,89694,7
Certificate,130995,7
PhD,77703,6
PhD,100739,5
Associate,117951,4
Certificate,91869,8
Bachelor,88205,2
Associate,134925,5
Master,148583,3
Certificate,77885,3
Diploma,82747,8
Bachelor,98963,9
Certificate,126738,4
Diploma,135154,2
Master,70808,0
Diploma,70877,3
Bachelor,76995,9
Associate,86172,0
Associate,95695,0
Diploma,143343,5
PhD,117268,5
Certificate,106139,0
Master,74136,5
PhD,82511,9
Certificate,139034,5
Certificate,60152,1
Certificate,112391,3
PhD,137509,6
Certificate,126775,6
Diploma,57137,3
Certificate,86230,0
Associate,107554,9
Certificate,99317,9
Associate,84124,8
PhD,129840,5
Diploma,91902,3
Certificate,83601,5
Certificate,104409,2
Associate,78910,2
Associate,93554,2
Certificate,85341,1
Bachelor,53779,4
Diploma,71539,4
Certificate,144354,3
PhD,77993,4
Diploma,88528,2
Master,143127,7
Associate,58414,8
Certificate,84145,3
Certificate,50931,2
Associate,111393,6
Master,98650,0
Diploma,101907,3
Master,57668,2
Diploma,102118,0
PhD,56781,4
Certificate,125562,9
Bachelor,94040,8
Bachelor,84145,9
Certificate,73179,2
Certificate,121416,4
Associate,138517,0
PhD,87496,1
Diploma,121499,9
Bachelor,100944,8
Master,122081,9
Associate,143544,2
Certificate,90848,4
PhD,73000,8
Master,105837,6
Associate,105366,7
Diploma,111427,0
Diploma,58452,4
Associate,141563,7
Master,74640,7
Certificate,129084,8
Master,136784,8
Master,146183,1
Associate,59534,0
PhD,56330,5
PhD,51032,1
Bachelor,102987,0
Master,85587,6
Master,73967,2
PhD,125378,1
Bachelor,95072,1
PhD,133626,3
Master,132419,9
Master,83338,0
Certificate,105790,9
Bachelor,83474,1
Associate,86470,6
PhD,72744,7
PhD,82846,1
PhD,89287,8
Bachelor,141226,7
Associate,52399,0
Master,101821,2
Diploma,109788,3
PhD,72281,1
PhD,135689,6
Bachelor,111172,7
PhD,96404,7
Associate,85089,9
Bachelor,61951,7
Master,132680,3
Master,107043,1
Associate,119829,4
PhD,78106,2
Associate,145861,4
PhD,136851,3
Master,110577,0
PhD,122012,7
Certificate,133554,5
Associate,113073,5
Diploma,135660,7
Master,85688,2
Diploma,148782,5
Associate,121406,1
Bachelor,131239,3
Certificate,107413,8
Bachelor,113633,4
Master,97695,7
PhD,138876,8
Master,84008,6
Associate,114422,3
Master,132405,5
PhD,57446,5
Bachelor,61510,6
Diploma,105207,9
PhD,122819,3
Associate,62445,4
Bachelor,148905,4
PhD,81748,1
PhD,56710,0
Diploma,102451,4
Diploma,68476,2
PhD,139149,9
Associate,146521,5
PhD,62179,5
PhD,69600,3
Certificate,141451,0
PhD,149468,5
Bachelor,122832,9
Certificate,106422,4
Associate,72044,8
Bachelor,132811,3
Diploma,118649,1
Master,112794,8
Associate,137674,6
Diploma,76612,3
Diploma,127908,3
Certificate,109613,2
Associate,113002,1
Diploma,83119,2
Associate,55587,2
PhD,143471,4
Certificate,53726,8
Associate,100366,7
Certificate,95377,7
Bachelor,145909,0
Diploma,77362,4
Master,119719,1
Master,91517,0
Certificate,112915,2
Diploma,102911,9
PhD,61892,1
Certificate,132905,8
Associate,124221,1
Associate,88190,3
Bachelor,149428,1
Certificate,143599,3
PhD,89415,4
Certificate,109374,0
Bachelor,148839,6
Diploma,68298,7
Master,75000,8
Bachelor,93591,0
Diploma,92974,8
Diploma,126027,8
PhD,131924,3
Diploma,61336,6
PhD,97586,9
Diploma,115986,2
Certificate,101305,9
Certificate,77073,1
Master,113736,3
Bachelor,63203,5
PhD,62065,9
PhD,69714,5
Diploma,52250,3
Bachelor,83184,1
Bachelor,68303,6
Master,112777,0
Master,61931,3
Associate,79878,6
Master,117498,3
Diploma,142151,1
PhD,108039,4
Associate,73365,3
Master,70544,6
Certificate,101687,6
Associate,136015,6
Bachelor,129027,4
Associate,98783,0
Associate,118489,8
Master,65205,3
Master,60837,1
Bachelor,113233,0
Diploma,56944,9
Associate,112846,0
Associate,84471,0
Certificate,103317,6
Bachelor,74631,0
Associate,60111,8
PhD,94316,5
Bachelor,64409,7
Bachelor,82152,5
Master,68241,6
Master,130921,7
Diploma,64484,3
Associate,114627,7
Master,78472,5
Master,106111,6
Bachelor,61881,0
Master,91997,1
Associate,127681,0
Diploma,143876,5
PhD,78520,9
Certificate,73800,5
Bachelor,88433,9
PhD,147099,8
Diploma,50431,1
PhD,58473,8
PhD,80244,3
Master,57646,1
Associate,53901,0
PhD,80694,3
Diploma,76297,4
Diploma,99340,1
Bachelor,142106,3
Certificate,123554,9
Master,64481,3
Diploma,105005,7
Diploma,78103,1
Bachelor,147697,3
Master,86116,9
Associate,136165,4
Bachelor,124726,4
Associate,75191,5
Diploma,57992,0
Master,80789,3
PhD,61615,9
Certificate,113521,5
Certificate,120633,2
Master,109778,6
Diploma,135054,0
Associate,120470,9
Certificate,118226,2
Certificate,97040,4
Master,73174,1
Diploma,120776,6
Associate,145007,0
Certificate,72083,2
Certificate,134373,0
Diploma,115667,4
Certificate,54319,7
Master,93744,7
Certificate,88658,9
Certificate,80123,3
Master,136193,2
Master,115333,9
Associate,131064,9
Bachelor,69311,9
Diploma,114430,0
Diploma,119254,0
Certificate,50937,6
PhD,65511,1
Certificate,143972,1
Master,56696,4
Certificate,67270,7
PhD,148642,3
PhD,90939,0
Diploma,136221,7
PhD,126134,0
PhD,113752,9
Master,99710,5
Certificate,107671,0
Certificate,67202,5
PhD,115541,1
Associate,101957,2
Associate,65004,5
PhD,106138,2
Bachelor,69828,4
Associate,94218,3
Master,127364,4
Diploma,139772,9
Associate,97344,2
Certificate,89433,3
Bachelor,84522,1
Associate,102216,9
PhD,55389,1
Bachelor,91992,1
Bachelor,110432,5
Associate,68404,0
PhD,78428,9
Bachelor,61620,5
Diploma,87356,9
Associate,75112,3
Certificate,109433,1
Diploma,111988,4
Diploma,55153,7
Bachelor,147434,4
PhD,58529,5
PhD,112447,1
Associate,100144,6
Certificate,107027,9
Bachelor,130519,4
Certificate,134493,1
PhD,101286,3
Bachelor,85586,3
Diploma,51110,8
Certificate,146349,7
Associate,118876,2
Diploma,100537,5
PhD,130359,4
Associate,136990,7
Bachelor,72251,3
Bachelor,135630,3
Associate,80923,3
Master,116462,3
Diploma,88840,2
PhD,144688,4
PhD,81050,9
Certificate,147702,0
Master,136957,5
Diploma,142030,4
Bachelor,80169,3
Associate,77498,2
PhD,70615,6
Diploma,96287,4
Certificate,145057,7
Master,78299,2
Bachelor,54486,7
Diploma,81885,6
Master,87245,8
Certificate,86018,5
Associate,128951,0
Associate,65906,7
Master,113969,5
Diploma,128185,4
PhD,109000,8
PhD,69514,1
Associate,130773,0
Certificate,63806,5
Associate,139704,3
Associate,56521,4
Certificate,138989,0
Certificate,124775,7
Bachelor,136009,6
Associate,96704,5
Certificate,73661,3
Associate,61468,2
Associate,54496,1
Diploma,119557,0
Master,143457,9
Certificate,107384,7
Certificate,54636,3
Associate,77447,3
Bachelor,137647,3
Certificate,101878,2
Master,94591,1
Master,86820,9
Certificate,86599,1
Master,136585,2
Master,62744,4
Certificate,113346,1
Master,104046,0
PhD,105196,5
Bachelor,88633,7
PhD,105804,3
Associate,136551,4
Certificate,58684,6
PhD,63406,0
Certificate,73034,5
Certificate,63269,8
Bachelor,97830,2
PhD,61477,2
PhD,91070,1
PhD,123595,2
Master,91091,7
Bachelor,130215,5
Master,97311,6
Bachelor,110946,8
Diploma,50036,9
Associate,58449,8
Diploma,53811,6
Master,130226,3
PhD,136383,3
Certificate,140048,7
Diploma,52431,1
Master,114779,2
PhD,112811,8
PhD,53561,4
Bachelor,149666,3
Associate,92967,8
Associate,146456,3
Certificate,125387,0
Bachelor,142603,2
Associate,115509,2
Bachelor,92974,7
Bachelor,69779,8
Certificate,105396,7
Associate,97151,2
Certificate,66619,4
PhD,64112,0
Master,61338,2
Certificate,141499,7
PhD,79751,5
PhD,50201,4
Certificate,127182,2
Associate,60151,1
Certificate,57416,7
Associate,126000,1
Bachelor,93831,7
Bachelor,65407,5
Associate,60929,3
Bachelor,147446,0
Certificate,55815,1
Associate,78710,4
Bachelor,94836,1
PhD,90132,9
PhD,121853,4
Associate,145921,5
Bachelor,51718,1
Master,103549,2
Associate,86893,2
PhD,63229,2
Diploma,115912,0
PhD,64183,8
Certificate,100613,2
Associate,69039,3
Diploma,81163,7
Bachelor,99301,7
Associate,122076,4
Bachelor,101421,1
Associate,116339,5
Bachelor,96847,3
Diploma,65088,7
Diploma,142554,1
Diploma,52142,0
Certificate,59716,8
Bachelor,52823,6
Master,89791,3
Associate,93018,8
Certificate,110577,6
Certificate,56302,6
PhD,129006,1
Master,90018,8
Bachelor,103570,6
Certificate,138471,5
Associate,70770,1
Associate,59187,5
Master,77435,3
Certificate,133291,8
Associate,76487,3
Certificate,69858,5
Associate,52060,8
Associate,63479,0
Diploma,112339,7
Certificate,87575,6
PhD,107803,3
Certificate,126927,8
Associate,126129,8
Certificate,79493,6
Master,145675,8
PhD,83345,3
Certificate,65212,8
Diploma,133926,1
Bachelor,78806,8
Diploma,81201,4
Master,98907,9
Associate,118160,0
Bachelor,60969,1
Associate,76927,7
Certificate,63233,7
Certificate,137806,1
Master,143757,6
Associate,52019,5
PhD,114775,3
Certificate,111535,5
PhD,90199,1
Master,89652,0
Master,106733,6
Certificate,101595,2
PhD,89987,1
Diploma,139339,4
PhD,123947,8
Certificate,122231,8
Bachelor,62122,6
Bachelor,51794,0
Bachelor,94867,9
Master,80767,6
Certificate,56515,2
Associate,69866,9
PhD,122589,1
Associate,143450,3
Bachelor,59065,9
Associate,88941,0
Diploma,105010,3
Certificate,50411,5
Bachelor,139966,1
Master,125645,5
Associate,71709,6
Associate,83428,7
PhD,147242,7
Diploma,70692,5
PhD,127360,9
Bachelor,50272,4
Associate,101102,0
Master,133901,4
Diploma,129177,1
Diploma,86883,3
Diploma,70800,0
Certificate,78452,8
Certificate,121231,9
Associate,68882,0
PhD,57967,1
Diploma,142389,1
PhD,142550,1
Bachelor,81756,1
Diploma,74313,9
PhD,56719,5
Diploma,91237,6
Associate,105696,3
PhD,134009,0
Certificate,128367,0
Certificate,60647,2
Certificate,72476,8
Certificate,148675,6
Bachelor,147547,6
Master,103006,0
Associate,144788,2
Certificate,135731,0
PhD,95240,9
PhD,122338,6
Bachelor,76119,8
Certificate,142516,4
PhD,134878,4
Certificate,99024,2
Certificate,94429,0
PhD,125186,1
PhD,95247,8
PhD,56661,2
Certificate,65536,8
Master,64776,3
Bachelor,121621,7
Bachelor,108579,8
Bachelor,109639,8
PhD,137449,9
Master,98240,4
Diploma,61616,3
Master,129537,1
Diploma,130692,0
Bachelor,76988,9
Certificate,117130,8
PhD,87992,5
Certificate,145135,6
Diploma,73812,9
Certificate,115489,5
Diploma,103221,8
Certificate,105605,6
Diploma,54633,4
Master,56950,6
Master,102599,4
Diploma,133072,4
Diploma,134236,4
Bachelor,128358,9
Associate,123114,4
Diploma,59135,3
Bachelor,96861,4
Bachelor,60613,9
Master,93049,1
Master,70589,8
Certificate,128203,6
Certificate,147165,0
Bachelor,146964,0
Certificate,70178,3
Associate,120766,4
PhD,125489,1
Associate,138401,8
Associate,120237,8
PhD,57892,6
Bachelor,71751,8
Associate,54034,8
Bachelor,107681,6
Associate,123592,4
Bachelor,93502,6
PhD,125193,1
Master,94883,2
PhD,122696,1
Bachelor,146737,1
Bachelor,112678,4
Master,115926,5
Diploma,120300,5
Master,76932,8
Diploma,51895,8
Certificate,87870,6
Associate,106729,0
Associate,120025,4
Bachelor,84969,9
Diploma,50635,0
PhD,138991,2
Diploma,71957,9
PhD,137575,4
Master,80991,0
Certificate,112149,3
Associate,70469,4
PhD,117360,3
Associate,114753,4
Bachelor,117677,7
Certificate,76746,7
PhD,81008,6
Diploma,62320,7
Master,69175,1
Master,72682,2
PhD,73404,3
Master,98724,5
Master,145572,5
Associate,127259,4
Diploma,84686,8
Certificate,118268,7
Master,58312,9
PhD,126282,1
Bachelor,147631,8
Associate,114559,6
PhD,70993,8
Master,69760,5
PhD,130715,1
Diploma,147782,7
PhD,117034,0
PhD,64012,4
Associate,93308,8
PhD,107812,6
PhD,84252,3
PhD,105720,0
Certificate,112008,3
Certificate,148225,9
Certificate,84506,0
Diploma,120315,7
Master,80111,5
PhD,114171,9
Diploma,136919,9
Diploma,89595,9
Bachelor,55702,1
Associate,89880,2
Certificate,147617,9
Associate,140908,8
Master,121431,5
Master,143373,7
Diploma,130507,4
Associate,141633,3
Bachelor,109399,6
PhD,59769,7
Associate,71066,1
Bachelor,105692,0
PhD,101238,2
Master,104586,0
PhD,66748,8
PhD,83714,3
Associate,127353,8
Associate,91193,5
Certificate,59209,9
Certificate,87424,1
PhD,137341,7
Diploma,83702,3
Associate,101963,9
Certificate,81837,8
Master,144512,6
Diploma,143252,9
Diploma,79297,0
Bachelor,80592,0
PhD,56052,0
Bachelor,115915,3
Bachelor,114348,8
Master,117327,0
Bachelor,75017,3
Associate,146834,2
Diploma,132911,0
PhD,107040,1
Associate,109030,6
Diploma,140384,6
Associate,52845,7
Certificate,130184,3
Certificate,130942,5
Associate,89829,0
Associate,104493,8
Master,145344,1
Certificate,98280,9
Master,119358,8
Master,66683,2
Diploma,102915,5
Certificate,132834,4
Bachelor,128105,6
Certificate,67720,4
Master,145064,3
Bachelor,76304,8
Master,51359,7
Master,116828,1
Certificate,95571,7
Associate,124625,3
Diploma,127272,7
Certificate,108638,5
Certificate,117041,0
Certificate,143809,7
Bachelor,87624,2
Associate,92545,5
Bachelor,90878,2
Associate,93267,4
Diploma,131868,0
Diploma,140422,7
Master,64445,0
Diploma,65187,5
Bachelor,65839,0
Master,138564,4
Bachelor,118093,5
Bachelor,102463,9
Bachelor,61873,8
Master,91430,5
Master,121249,4
PhD,55807,1
Associate,70463,8
Diploma,69998,9
Bachelor,112721,4
Bachelor,88457,5
Diploma,75203,8
Certificate,85065,6
Bachelor,59767,8
Bachelor,62749,1
Bachelor,123327,0
Certificate,127958,8
Master,94815,7
Bachelor,52899,9
Associate,119474,0
Associate,92105,8
PhD,85758,9
Certificate,80494,0
PhD,134159,1
Associate,126989,4
Master,119803,2
Diploma,144102,4
Diploma,126506,2
Diploma,142335,1
PhD,81380,4
Bachelor,93988,0
Certificate,61217,8
Certificate,118263,1
Bachelor,90146,0
Master,55176,0
Certificate,78194,8
Diploma,138061,7
Associate,129712,3
Bachelor,52439,6
Diploma,117801,9
Diploma,133184,9
Associate,147023,9
Associate,104863,5
Master,135571,3
Certificate,122714,7
Bachelor,127881,2
Master,107167,9
Associate,58270,2
Associate,53112,3
Certificate,58661,0
PhD,147908,6
Diploma,133780,6
Certificate,104108,8
Master,55363,7
Certificate,94738,1
Associate,100970,4
PhD,74180,3
Diploma,90009,8
PhD,51909,7
Associate,111599,3
Certificate,100784,8
Bachelor,73203,3
Master,97411,9
Bachelor,131707,2
Certificate,55089,0
Certificate,109589,1
Certificate,70184,2
Bachelor,121403,2
PhD,147913,3
Bachelor,143662,7
Associate,80605,3
Bachelor,82961,2
PhD,65700,2
Certificate,77323,0
Master,149901,3
PhD,97115,4
Certificate,93704,1
Master,66938,3
PhD,75369,9
Diploma,111197,4
Bachelor,66623,9
Certificate,124687,9
Master,125461,8
Diploma,56754,3
PhD,129113,8
Diploma,99998,5
Certificate,85461,1
Certificate,136453,5
Master,138671,4
Master,65334,7
Associate,87623,5
Master,60419,6
Diploma,108180,7
Diploma,60694,2
Associate,61505,1
Certificate,119251,5
Bachelor,143376,5
Master,137364,1
Master,66810,9
Bachelor,99126,2
PhD,144001,2
Master,87498,9
Diploma,73059,5
PhD,86989,6
Diploma,79625,8
Diploma,59498,8
Diploma,54573,5
Certificate,90632,6
Associate,93223,2
Master,114991,7
Associate,68064,9
Associate,61884,3
Bachelor,56297,1
PhD,95452,3
PhD,148698,8
Bachelor,53665,7
Bachelor,111600,5
Associate,78008,1
Bachelor,111005,9
Certificate,119011,1
PhD,133439,1
Associate,66672,5
Bachelor,149430,2
Certificate,142003,0
Certificate,104651,8
PhD,132837,9
PhD,78872,4
Certificate,134245,6
Master,74004,0
Certificate,111694,4
Diploma,92354,8
Associate,96268,6
Associate,63030,2
Master,139779,3
Certificate,108738,6
Master,139849,8
Certificate,149411,5
Certificate,94379,8
Certificate,109722,4
